,epoch,acc_train,acc_test
0,1,73.30865867112709,73.35231316725978
1,2,73.51151286522652,72.86832740213524
2,3,73.51151286522652,72.44128113879003
3,4,73.51151286522652,69.25266903914591
4,5,73.51151286522652,72.86832740213524
5,6,73.51151286522652,72.58362989323844
6,7,73.51151286522652,71.87188612099644
7,8,73.51151286522652,72.18505338078292
8,9,73.51151286522652,71.41637010676156
9,10,73.51151286522652,72.76868327402136
