,epoch,acc_train,acc_test
0,1,73.28018790704296,73.35231316725978
1,2,73.50795401971601,72.99644128113879
2,3,73.50795401971601,72.79715302491103
3,4,73.51151286522652,73.067615658363
4,5,73.51151286522652,72.45551601423487
5,6,73.51151286522652,72.12811387900356
6,7,73.50795401971601,72.12811387900356
7,8,73.51151286522652,71.58718861209964
8,9,73.51151286522652,71.77224199288256
9,10,73.50795401971601,72.75444839857651
