,epoch,acc_train,acc_test
0,1,76.97782839246948,77.76512455516014
1,2,81.01000035588456,81.90747330960853
2,3,82.60080429908538,82.37722419928825
3,4,83.17733727178903,83.08896797153025
4,5,84.07772518594967,83.57295373665481
5,6,84.4941101106801,82.83274021352314
6,7,85.4727926260721,82.0355871886121
7,8,85.84647140467632,82.61921708185054
8,9,86.35538631268017,83.2170818505338
9,10,87.06359656927293,81.92170818505338
