,epoch,acc_train,acc_test
0,1,72.31929961920353,73.35231316725978
1,2,73.31577636214811,73.35231316725978
2,3,73.47948325563188,73.35231316725978
3,4,73.51507171073703,73.35231316725978
4,5,73.51151286522652,73.35231316725978
