,epoch,acc_train,acc_test
0,1,72.42606498451902,72.88256227758008
1,2,73.21612868785365,73.35231316725978
2,3,73.50795401971601,60.69750889679715
3,4,73.50439517420548,73.33807829181495
4,5,73.51151286522652,72.8540925266904
