,epoch,acc_train,acc_test
0,1,77.48674330047332,80.81138790035587
1,2,80.94949998220578,80.74021352313167
2,3,82.13459553720773,81.23843416370107
3,4,82.62571621765899,82.80427046263345
4,5,83.62219296060358,82.2491103202847
